2.999990000000000023e+01,5.002840000000000065e-02
3.000209999999999866e+01,5.002547999999999717e-02
3.000100000000000122e+01,4.999189999999999884e-02
2.999790000000000134e+01,5.000890000000000196e-02
2.999279999999999902e+01,4.996889999999999665e-02
3.000080000000000169e+01,5.002310000000000090e-02
3.000349999999999895e+01,5.004089999999999927e-02
3.000519999999999854e+01,4.998969999999999803e-02
3.000250000000000128e+01,5.002689999999999915e-02
2.999849999999999994e+01,5.000009999999999871e-02
3.000120000000000076e+01,4.995536999999999894e-02
2.999650000000000105e+01,5.000310000000000171e-02
3.000199999999999889e+01,4.998709999999999959e-02
3.000420000000000087e+01,4.995310000000000028e-02
2.999980000000000047e+01,5.001060000000000227e-02
3.000140000000000029e+01,5.003309999999999702e-02
3.000199999999999889e+01,4.996590000000000059e-02
2.999830000000000041e+01,4.999610000000000165e-02
3.000209999999999866e+01,5.001803999999999972e-02
2.999980000000000047e+01,5.004870000000000152e-02
3.000329999999999941e+01,5.000109999999999971e-02
3.000090000000000146e+01,5.002190000000000109e-02
2.999820000000000064e+01,4.999889999999999890e-02
2.999370000000000047e+01,4.996409999999999740e-02
3.000219999999999843e+01,5.001409999999999884e-02
2.999899999999999878e+01,4.998890000000000278e-02
2.999889999999999901e+01,5.001089999999999702e-02
2.999530000000000030e+01,4.998210000000000153e-02
2.999769999999999825e+01,5.003289999999999821e-02
3.000100000000000122e+01,5.000261999999999762e-02
2.999439999999999884e+01,5.002689999999999915e-02
2.999869999999999948e+01,5.001309999999999784e-02
2.999589999999999890e+01,4.997410000000000047e-02
2.999909999999999854e+01,4.999399000000000204e-02
2.999950000000000117e+01,5.001409999999999884e-02
2.999470000000000169e+01,4.996889999999999665e-02
2.999800000000000111e+01,4.994409999999999822e-02
3.000029999999999930e+01,4.999760000000000315e-02
2.999729999999999919e+01,4.997710000000000347e-02
2.999879999999999924e+01,5.000709999999999877e-02
2.999980000000000047e+01,4.994389999999999941e-02
2.999599999999999866e+01,5.003787999999999986e-02
3.000240000000000151e+01,5.003409999999999802e-02
3.000049999999999883e+01,5.007489999999999858e-02
2.999749999999999872e+01,5.003509999999999902e-02
2.999579999999999913e+01,4.999089999999999784e-02
3.000240000000000151e+01,5.002310000000000090e-02
2.999909999999999854e+01,5.002209999999999990e-02
3.000090000000000146e+01,4.999390000000000084e-02
3.000009999999999977e+01,5.001799999999999996e-02
2.999559999999999960e+01,5.003910000000000302e-02
3.000240000000000151e+01,4.999189999999999884e-02
3.000450000000000017e+01,5.003889999999999727e-02
2.999780000000000157e+01,4.999490000000000184e-02
3.000300000000000011e+01,4.997309999999999947e-02
2.999820000000000064e+01,5.001289999999999902e-02
2.999970000000000070e+01,4.999730000000000146e-02
3.000019999999999953e+01,5.001169999999999921e-02
3.000319999999999965e+01,4.999289999999999984e-02
3.000169999999999959e+01,4.993190000000000128e-02
3.000140000000000029e+01,5.001989999999999909e-02
2.999830000000000041e+01,5.000389999999999696e-02
3.000290000000000035e+01,4.998790000000000178e-02
3.000019999999999953e+01,5.000538000000000205e-02
2.999909999999999854e+01,4.999549999999999828e-02
3.000120000000000076e+01,5.001309999999999784e-02
3.000100000000000122e+01,5.001089999999999702e-02
3.000100000000000122e+01,5.003389999999999921e-02
3.000179999999999936e+01,4.998409999999999659e-02
3.000159999999999982e+01,5.002510000000000290e-02
3.000100000000000122e+01,4.997010000000000340e-02
3.000230000000000175e+01,4.998609999999999859e-02
2.999980000000000047e+01,4.997710000000000347e-02
2.999869999999999948e+01,5.003110000000000196e-02
2.999930000000000163e+01,5.003699999999999815e-02
2.999739999999999895e+01,4.998709999999999959e-02
2.999769999999999825e+01,5.001590000000000202e-02
3.000379999999999825e+01,4.998910000000000159e-02
3.000359999999999872e+01,4.999510000000000065e-02
2.999320000000000164e+01,4.999109999999999665e-02
3.000440000000000040e+01,4.994889999999999747e-02
2.999990000000000023e+01,4.997920000000000140e-02
2.999930000000000163e+01,5.000330000000000052e-02
3.000039999999999907e+01,4.996860000000000190e-02
2.999749999999999872e+01,4.995510000000000228e-02
3.000440000000000040e+01,4.995610000000000328e-02
2.999879999999999924e+01,5.002182000000000156e-02
3.000110000000000099e+01,5.002633000000000080e-02
3.000080000000000169e+01,5.001590000000000202e-02
2.999230000000000018e+01,4.999109999999999665e-02
3.000410000000000110e+01,4.999209999999999765e-02
2.999940000000000140e+01,5.001942999999999667e-02
3.000290000000000035e+01,5.001989999999999909e-02
3.000130000000000052e+01,5.001110000000000277e-02
3.000140000000000029e+01,4.996389999999999859e-02
2.999269999999999925e+01,4.998110000000000053e-02
3.000100000000000122e+01,4.999010000000000259e-02
3.000059999999999860e+01,5.000009999999999871e-02
3.000230000000000175e+01,4.999610000000000165e-02
3.000140000000000029e+01,4.996189999999999659e-02
3.000420000000000087e+01,4.997209999999999847e-02
3.000339999999999918e+01,5.005190000000000333e-02
2.999759999999999849e+01,4.999510000000000065e-02
3.000550000000000139e+01,4.992889999999999828e-02
3.000230000000000175e+01,5.000310000000000171e-02
2.999759999999999849e+01,4.994610000000000022e-02
2.999370000000000047e+01,4.997889999999999971e-02
3.000580000000000069e+01,4.999889999999999890e-02
2.999980000000000047e+01,4.997294000000000042e-02
3.000379999999999825e+01,4.999189999999999884e-02
3.000159999999999982e+01,4.999989999999999990e-02
2.999549999999999983e+01,5.003309999999999702e-02
3.000390000000000157e+01,4.995589999999999753e-02
2.999879999999999924e+01,4.998210000000000153e-02
2.999670000000000059e+01,4.994110000000000216e-02
3.000029999999999930e+01,5.003119999999999790e-02
3.000019999999999953e+01,4.997299999999999659e-02
2.999660000000000082e+01,4.999089999999999784e-02
3.000860000000000127e+01,5.000910000000000077e-02
3.000779999999999959e+01,4.996571999999999819e-02
3.000230000000000175e+01,5.003189999999999721e-02
2.999520000000000053e+01,5.003590000000000121e-02
3.000369999999999848e+01,4.996110000000000134e-02
2.999650000000000105e+01,4.997610000000000247e-02
3.000009999999999977e+01,5.001880000000000215e-02
2.999879999999999924e+01,4.999109999999999665e-02
2.999810000000000088e+01,4.999089999999999784e-02
3.000049999999999883e+01,5.002209999999999990e-02
3.000209999999999866e+01,5.001822000000000212e-02
2.999609999999999843e+01,5.004190000000000027e-02
