3.000489999999999924e+01,4.998810000000000059e-02
2.999470000000000169e+01,4.996889999999999665e-02
3.000390000000000157e+01,5.003010000000000096e-02
3.000039999999999907e+01,5.002949999999999758e-02
3.000369999999999848e+01,4.999710000000000265e-02
3.000430000000000064e+01,5.005810000000000121e-02
2.999409999999999954e+01,5.005110000000000114e-02
3.000280000000000058e+01,5.003010000000000096e-02
2.999930000000000163e+01,5.003690000000000221e-02
3.000469999999999970e+01,4.998190000000000272e-02
3.000519999999999854e+01,4.998110000000000053e-02
2.999289999999999878e+01,4.996889999999999665e-02
3.000329999999999941e+01,4.996609999999999940e-02
2.999330000000000140e+01,4.996889999999999665e-02
3.000059999999999860e+01,4.996690000000000159e-02
3.000169999999999959e+01,4.998501999999999806e-02
2.999749999999999872e+01,5.000509999999999677e-02
3.000049999999999883e+01,5.007700000000000345e-02
2.999510000000000076e+01,4.999710000000000265e-02
2.999729999999999919e+01,4.996108999999999967e-02
3.000130000000000052e+01,5.004589999999999733e-02
2.999840000000000018e+01,4.990109999999999685e-02
3.000260000000000105e+01,5.000290000000000290e-02
3.000369999999999848e+01,5.000489999999999796e-02
2.999609999999999843e+01,4.999189999999999884e-02
3.000209999999999866e+01,4.990590000000000304e-02
2.999399999999999977e+01,4.996889999999999665e-02
2.999419999999999931e+01,4.998110000000000053e-02
2.999800000000000111e+01,5.000190000000000190e-02
3.000080000000000169e+01,4.990789999999999810e-02
2.999820000000000064e+01,4.997789999999999871e-02
3.000080000000000169e+01,4.999529999999999946e-02
3.000120000000000076e+01,5.003512000000000237e-02
3.000420000000000087e+01,5.001590000000000202e-02
3.000199999999999889e+01,5.002345999999999876e-02
3.000090000000000146e+01,4.994490000000000041e-02
3.000349999999999895e+01,4.999289999999999984e-02
2.999749999999999872e+01,4.998430000000000234e-02
3.000400000000000134e+01,4.997490000000000265e-02
3.000159999999999982e+01,4.994650999999999952e-02
3.000250000000000128e+01,4.996010000000000034e-02
2.999709999999999965e+01,4.994090000000000334e-02
2.999129999999999896e+01,5.004109999999999808e-02
3.000179999999999936e+01,5.003389999999999921e-02
2.999599999999999866e+01,5.000509999999999677e-02
3.000250000000000128e+01,5.000709999999999877e-02
3.000329999999999941e+01,5.000090000000000090e-02
3.000159999999999982e+01,4.997789999999999871e-02
2.999830000000000041e+01,4.998890000000000278e-02
2.999790000000000134e+01,5.002510000000000290e-02
2.999729999999999919e+01,4.996010000000000034e-02
2.999909999999999854e+01,5.000210000000000071e-02
2.999459999999999837e+01,5.001919999999999977e-02
3.000479999999999947e+01,5.004909999999999914e-02
2.999930000000000163e+01,5.001409999999999884e-02
2.999650000000000105e+01,5.001189999999999802e-02
3.000039999999999907e+01,5.000829999999999859e-02
2.999249999999999972e+01,5.004039999999999877e-02
2.999449999999999861e+01,4.999109999999999665e-02
2.999630000000000152e+01,5.000432999999999961e-02
3.000110000000000099e+01,5.002410000000000190e-02
3.000019999999999953e+01,4.997619999999999840e-02
3.000150000000000006e+01,4.997429999999999928e-02
3.000390000000000157e+01,5.000509999999999677e-02
2.999429999999999907e+01,4.995109999999999828e-02
3.000069999999999837e+01,5.001490000000000102e-02
3.000059999999999860e+01,4.999809999999999671e-02
2.999549999999999983e+01,4.997089999999999865e-02
3.000009999999999977e+01,4.995859999999999884e-02
3.000769999999999982e+01,4.999590000000000284e-02
